symbol	TCGA-91-6840	TCGA-78-8655	TCGA-NJ-A7XG	TCGA-38-4625	TCGA-38-4627	TCGA-85-A4QQ	TCGA-56-8628	TCGA-63-A5M9	TCGA-77-8128	TCGA-34-5231
GLO1	9087	7721	8042	20203	8546	5721	5174	10686	5527	11621
CPNE5	212	133	57	575	396	136	364	217	83	675
KCNK17	41	59	204	108	127	48	162	40	10	38
RREB1	2000	2705	4069	4036	1438	2850	3750	4518	2845	12316
SSR1	5046	7759	7300	28487	14638	8812	7412	15726	6360	25584
RIOK1	636	739	947	3400	1015	1268	880	1872	1342	6734
NRN1	113	200	63	265	596	241	1393	1979	5453	9046
SLC35B3	554	1075	1214	1858	1530	693	1167	2240	2006	2182
RPP40	192	239	176	851	307	278	143	481	257	864
ATXN1	1451	1796	2872	1651	5090	2374	3559	1736	1578	1998
NUP153	1867	2149	2000	5286	2799	3053	2906	6049	2558	13357
DEK	5089	3964	3724	15261	7724	8638	6242	18116	7467	21398
EEF1E1	338	278	469	1611	518	415	340	1044	387	947
CRISP1	801	0	0	0	0	0	0	0	0	1
RUNX2	231	1309	991	1437	2895	1768	1105	1497	761	669
OPN5	3	0	1	0	1	5	0	4	0	9
GCM2	0	0	0	7	1	0	5	0	0	13
LRRFIP1	2756	3664	6411	10586	5855	16547	4630	3637	3573	9817
AC105760.3	0	0	0	0	0	0	1	1	0	0
RAB17	537	1671	4521	1051	1201	205	695	91	10	430
CXCL6	2	335	62	633	1967	98	553	53	6	296
EREG	2	700	5785	136	567	278	50	11	1	286
TRIM51	0	1	1	0	0	0	0	0	0	0
DKFZP434K028	6	0	0	2	0	0	0	1	0	2
MYRF	8575	369	809	1889	209	52	733	324	553	5861
SCGB1D2	0	0	0	0	0	0	0	0	0	0
SCGB2A1	4	1	0	26	86	25	11	1	3	33
AHNAK	10408	19137	18555	25882	44868	82134	46722	29702	54521	138230
EMC3	1752	3032	3924	6411	3991	3037	1437	2776	1653	3572
SSUH2	14	2	6	3	22	99	11	47	10	18
WNT1	8	0	9	8	3	1	8	12	3	2
SH3TC1	745	1056	1240	951	1641	2515	2479	568	249	662
CNOT1	5362	4771	11175	18967	8582	8553	7410	21476	9025	20721
LRRC29	78	101	528	359	469	151	231	226	161	150
BBS2	658	510	3337	2165	2371	2102	1580	1322	1136	2241
MT1G	30	17	24	663	162	367	233	47	379	1353
MT2A	968	1546	12780	8002	9807	83298	4671	7080	4277	3312
C16orf70	668	780	1339	2291	1422	1521	1025	2999	1728	2568
GOT2	2922	3529	6705	8183	6226	6859	3189	11002	8768	7391
DOK4	1556	1152	5347	1552	2669	1815	1585	2461	1680	857
PIWIL1	0	2	11	1	81	7	0	1	1	33
GPR18	22	40	12	63	30	11	28	23	10	46
CLYBL	74	106	283	159	251	216	158	174	72	309
TMTC4	519	2016	1243	1180	1401	964	943	1222	3514	2766
RAP2A	1046	1529	973	3057	5065	4581	1415	1692	2298	3512
SLC10A2	0	3	0	9	5	2	2	0	0	0
ABCC4	1505	270	1308	548	2256	820	699	2168	1901	4027
EFNB2	1112	1829	6452	9749	4613	10898	1866	2686	4250	2036
SOX21	3	6	7	8	65	15	1038	3728	4450	4870
TM9SF2	9030	11887	9570	20158	21146	12694	6772	10904	9819	16077
C17orf53	257	97	73	998	111	384	203	1350	982	2433
KIF25	71	2	171	224	13	8	9	13	7	5
IRF1	2046	4901	2318	9944	2664	2510	3107	1947	1109	6976
UPF3B	892	981	1067	1107	216	1079	1005	2180	1240	2081
RNF113A	385	1028	1184	1473	943	640	448	1128	675	1106
SEPT6	2417	2334	1247	2633	2404	1691	1967	1602	432	3092
TMEM255A	133	199	26	117	168	781	188	163	923	95
NDUFA1	1492	3006	5134	7608	4570	3362	1573	4827	2332	7581
AMELX	0	0	3	0	0	0	1	1	0	0
ATP5S	1215	725	990	1678	800	1655	762	858	974	2809
BMP4	339	222	310	148	1937	29	495	225	1541	2768
PTGER2	88	131	717	736	958	25	124	121	56	153
	0	0	0	1	1	0	0	2	0	0
FAM193A	962	1334	2032	1668	883	1712	1847	2159	1334	3537
GRK4	85	119	176	307	256	283	226	96	190	480
SOX9	83	3330	2277	5945	1176	6471	1623	2440	919	517
TEKT3	19	5	62	7	30	40	16	22	7	27
MYH2	5	4	0	16	8	0	2	29	27	7
HS3ST3B1	79	90	712	979	801	215	189	461	168	239
SLC25A35	140	173	500	596	167	268	263	334	245	148
MRPS7	1358	3438	2407	7294	3590	1938	1308	4881	3343	6950
GGA3	1382	3074	2629	4118	1412	1517	1553	3432	2162	6318
ARMC7	418	1685	2378	1355	864	332	504	1520	1077	3021
NUP85	969	2168	2207	7120	1560	1784	1403	4071	3003	6231
SLC25A19	110	460	537	1108	441	258	344	448	560	1836
MIF4GD	438	1320	1506	4296	1664	968	714	1201	2470	4976
NT5C	324	791	1660	2414	895	911	558	174	1708	2469
MSTO1	389	564	979	1669	432	691	423	872	770	1554
C1orf61	8	2	0	984	19	5	3	45	6	18
TTF1	802	746	594	1163	577	870	438	901	1057	1299
GTF3C4	2343	1495	1716	3518	2277	1857	1239	2274	3065	5246
DDX31	862	857	942	1472	512	1203	374	741	943	1880
BARHL1	0	0	1	1	0	0	0	0	1	2
KIR2DL1	1	2	0	2	1	2	1	9	0	3
PPP1R12C	3022	2210	4275	3476	2490	3810	3128	3593	2136	5993
MBOAT7	2864	3741	5330	13125	3930	4038	5322	12185	3418	10836
SRMS	10	16	22	16	9	14	63	8	13	388
OPRL1	45	154	119	114	444	27	221	89	215	279
	14	0	1	0	0	0	2	1	0	4
SLC2A4RG	1460	3016	3273	8461	4329	8117	2082	5239	2420	7833
	0	0	0	0	0	0	0	0	0	1
FNDC11	5	17	49	12	136	88	94	6	48	48
BHLHE23	2	0	0	0	0	0	0	0	0	0
PPDPF	4674	11189	18635	19154	15090	24795	9882	6670	6568	13637
IL1B	59	278	12	1280	194	398	360	151	123	599
PLGLB2	0	0	2	3	1	3	4	5	1	1
IL37	1	634	660	48	106	6	2	0	0	4
CHCHD5	493	828	1109	1680	1165	1072	498	1172	781	1696
PAX8	42	84	19	147	565	40	308	531	170	777
INSIG2	931	1099	1398	12229	2398	1845	867	2815	1123	1596
POLR1B	650	1307	1380	4376	1644	969	913	2032	1565	4920
	2	2	3	8	4	7	10	1	4	4
CCDC93	773	910	2248	7426	1234	2437	1592	3097	1383	3701
PSD4	1849	3649	4347	4239	1917	4869	3760	1777	1277	5704
SLC25A23	1100	3525	5349	15415	3047	934	1717	3330	2790	12617
PSPN	72	126	138	493	143	102	142	173	135	453
GTF2F1	2004	2862	4086	17614	4863	4377	3592	7491	5303	16160
ALKBH7	637	1330	1847	5575	2858	1825	1015	1089	1047	4427
CLPP	633	1408	2328	11467	2684	2516	1327	2544	2160	8361
TNFSF9	16	83	276	1087	374	770	65	198	251	1203
GRIA3	31	5	21	11	31	11	10	31	48	81
THOC2	2230	2787	4897	6797	1813	2560	2735	4980	3056	8437
MED1	2090	1312	1779	4630	2228	1369	1269	3575	2473	8348
RPL23	16484	19531	47812	52910	54609	41421	9959	51113	33766	98510
RP11-51F16.8	0	0	0	0	0	0	0	0	2	0
ATG4C	448	504	410	1627	957	570	435	653	397	1090
CD70	24	14	8	2292	69	310	43	10	16	400
C3	10307	70215	124511	233648	48006	2876	34634	11672	2764	35680
SH2D3A	329	1626	3707	8806	1141	3034	1507	2349	874	2362
TRIP10	1889	3046	5056	16914	3569	3314	3649	3277	1903	5323
GPR108	1055	2943	5295	16545	4166	4617	2293	4186	2072	7816
TNFSF14	43	77	1319	173	63	103	222	43	25	128
FOSB	2418	393	493	12594	1829	2212	1981	507	393	1646
OPA3	842	640	1165	3227	767	1576	1495	1833	905	3668
SNRPD2	3961	3746	4676	19692	9412	6829	2809	14829	4402	22030
RTN2	507	537	1225	1607	1125	615	389	319	359	563
EML2	1766	1404	3531	9749	1008	5200	2276	6013	1151	3939
VASP	3825	5037	6874	22457	8444	7801	4769	5018	3483	6903
SYMPK	4450	3185	6089	11223	3218	6084	5311	10947	3638	13701
GPCPD1	1647	7230	6906	9252	3303	7397	4916	3980	1119	2526
SDCBP2	53	207	580	394	1073	4127	541	120	729	275
PANK2	960	925	1387	2835	1820	1675	2041	1755	1263	3067
TGM3	6	0	3	3	23	23	12	11	241	652
GNRH2	13	2	2	8	0	12	21	17	1	12
DEFB126	9	0	0	0	0	12	2	4	5	41
FOXA2	4845	880	1208	191	739	7	326	50	193	57
FAM182A	35	0	10	0	12	9	4	0	1	11
CD93	3214	3207	1380	5468	18599	806	6032	2260	1356	3271
GZF1	1359	721	932	2353	1234	1070	728	874	861	2420
PAX1	4	0	0	1	25	1	2	63	0	14
NAPB	567	348	1014	1173	395	1121	614	1131	643	1358
CST8	0	0	0	0	0	1	1	0	0	0
NKX2-4	1	8	0	0	0	0	0	15	9	36
CENPB	6386	4318	5543	8695	12810	7878	7719	3870	6919	16381
PSMF1	5266	4410	5546	15427	10702	11546	5690	6989	5655	18621
NKX2-2	0	2	0	0	20	0	0	0	0	127
DTD1	1239	1238	1419	6701	2289	3335	1016	2416	1670	4256
CSTL1	5	0	1	0	1	8	2	2	10	35
RBCK1	3912	3198	7563	10895	7842	8878	5381	5589	3095	16443
TMX4	1845	2217	5454	7021	16026	2191	2575	2512	961	3778
CST11	0	0	0	0	1	2	1	0	0	3
STK35	3688	1078	2614	4219	2205	4760	4726	3060	4461	10001
SNRPB	8954	5978	8173	36483	8809	15670	7630	14160	12561	25811
NRSN2	1666	1130	3301	4453	3680	1011	2774	2376	2668	3602
AP5S1	528	513	695	1740	1218	814	880	849	654	2049
RRBP1	30574	12834	15909	35090	13928	14321	17231	13365	11894	21124
BMP2	1819	978	586	727	955	2004	931	598	410	495
ZNF133	985	546	913	1779	602	1700	848	1033	752	1811
FLRT3	486	791	6986	1301	1130	2185	1929	586	20	216
OVOL2	482	288	750	982	166	850	211	374	725	1341
PCSK2	35	22	11	159	41	0	76	5	4504	16
GFRA4	0	0	0	0	0	0	0	0	0	0
MKKS	1140	1050	1394	5999	2742	2440	1196	3177	2202	7345
BFSP1	584	54	94	438	245	591	100	280	506	65
DSTN	34467	9961	23276	50523	44116	38494	10045	13927	16277	18714
LAMP5	96	921	51	106	2883	90	1536	154	731	374
SNRPB2	3780	1863	1584	9947	3649	2480	1318	2948	1901	4500
MGME1	1689	678	1057	3267	1377	2281	1123	3876	2360	5539
LRRN4	418	75	430	904	209	9	283	28	25	83
TBC1D20	2646	1744	2338	3594	3920	3052	3333	2253	2903	6741
ITPA	1441	2887	3759	4333	3133	2949	1992	2122	2429	3649
TCF15	88	19	10	7	49	2	27	79	26	510
OTOR	379	0	0	0	22	0	0	0	3	41
MCM8	1586	386	391	2898	589	1330	1446	4483	1887	5490
BANF2	15	0	0	0	0	0	0	0	0	0
TMEM74B	85	75	115	100	176	35	74	119	120	276
FAM110A	1163	1535	1366	1061	1278	2021	1348	347	997	1501
	0	0	0	0	0	0	0	0	0	0
SIRPD	4	1	0	22	6	0	2	4	0	4
MRPS26	2087	1599	3162	5443	2483	2238	1452	1998	2496	5898
	0	0	0	0	0	0	0	0	0	0
S1PR4	134	235	123	267	438	79	305	70	26	151
NCLN	1808	3832	4547	17189	5071	9112	3914	8644	6628	16918
CITED1	17	2	16	61	28	14	15	15	16	73
HNRNPR	6108	3189	4830	14999	8050	6426	5962	11774	8144	18894
ZNF436	640	552	525	1152	2986	7029	1583	3058	1147	2347
MAX	2198	2562	1684	5540	5031	3041	2836	3246	4959	7737
CHURC1-FNTB	1	0	0	3	7	7	8	2	0	4
ARMCX5	649	704	1253	1754	862	423	503	922	710	1277
GDF5	46	9	4	15	159	5	43	4	3	21
MMP24	1146	280	648	372	1207	52	214	87	111	118
NECAB3	4497	789	2151	5632	739	1729	1244	1789	916	2492
ID1	2130	3416	3436	696	1730	25390	3556	3849	2579	1044
RALY	10582	9540	10061	19537	11912	22067	7545	12110	9285	20627
DYNLRB1	3984	2858	4316	15154	5863	10684	3144	4219	3591	9216
	0	0	0	3	0	1	0	1	0	0
EIF2S2	3624	2184	3869	15669	5402	10065	2553	9632	4536	14208
ERGIC3	13377	8179	12771	36079	25939	27684	10067	15723	6390	30009
ROMO1	2725	2025	3123	9367	4271	4469	1016	3915	1549	3490
BPIFB9P	5	0	6	1	0	1	3	3	1	17
FAM83C	0	3	1	0	0	870	597	0	1362	2750
BPIFB1	73	20	8560	99	15970	7443	1654	254	117	5738
CEP250	2737	1089	2179	3279	867	5916	2514	3900	3940	11723
PLAGL2	7831	1663	2391	2520	988	3175	3061	5475	4780	9439
MMP24-AS1	1231	1189	3159	894	2689	2790	1596	1160	1243	489
GRPR	2	0	1	80	7	0	29	22	82	12
KDM5C	4567	5300	4039	11068	5318	5112	6476	5230	7273	13380
AMOT	1874	608	712	122	3022	194	1339	2943	2013	916
TMEM115	981	2041	2361	2933	3409	1231	2245	2324	2734	2940
PSMB2	4042	2296	4162	20043	4767	12749	4262	5088	5144	9286
AGO3	1040	425	1125	1313	751	1255	1858	1365	752	2516
UROD	1059	2619	2573	8703	5142	3568	2324	2391	1559	2803
ST3GAL3	345	188	484	1723	952	1243	1121	2403	1009	1370
TMEM53	297	1009	994	2288	857	565	521	254	191	394
HECTD3	1747	3019	2851	6789	2518	4788	2070	1410	1655	4618
KLC1	1897	1056	2006	1943	1533	4220	2380	3185	2106	3783
XRCC3	663	397	853	2527	311	1530	928	2567	1173	3766
TUBGCP3	642	914	1170	2790	1354	1953	951	2928	1897	3511
MCF2L	348	697	1581	388	978	214	1829	1081	2114	2862
F10	153	67	73	120	554	19	192	73	49	77
PCID2	554	1147	1699	2788	2146	1980	1074	2569	1932	4124
PROZ	2	6	3	9	0	8	6	13	6	25
SLURP1	0	0	0	3	0	49	4	0	9	2
LRFN3	429	748	750	1251	816	198	917	874	2275	3290
IGFLR1	96	102	53	193	101	113	137	171	58	204
CAPNS1	6488	14018	15840	28835	23809	29606	13459	30277	29244	16757
PDCD2L	367	218	288	1366	401	402	166	737	817	1837
GPR42	0	0	0	0	0	0	0	0	0	0
RBM42	3659	2496	3346	10117	4342	5103	3373	13057	8409	8129
KIRREL2	110	22	0	6	36	2	8	32	3	114
UBA2	4056	2815	3479	16721	6110	7194	3834	21223	16038	22746
FFAR2	50	29	8	118	60	17	11	5	1	54
HCST	121	261	67	537	608	65	371	150	51	196
FFAR1	29	1	0	3	0	0	1	0	0	1
COX6B1	4608	4816	4909	17489	8057	9194	3182	30131	9994	15993
KRT36	3	6	0	8	5	2	103	1	9	68
THRA	713	1539	2476	2192	3376	2763	1892	1490	2205	5512
CCR7	209	190	68	388	404	42	455	358	22	441
NR1D1	175	266	1238	1495	1436	2875	2153	808	1145	3282
FRMD8	1339	1857	3210	2297	3561	4480	3062	2742	4698	9406
PRDX5	8928	8165	17838	12536	18914	10762	9498	5728	5739	20255
BCL2L12	977	537	628	2488	691	1210	888	2066	895	3216
IRF3	2690	2137	6119	6403	2877	4994	3824	7193	2134	5977
PRMT1	4562	4261	5893	17024	5876	6155	5119	16385	4447	22132
RRAS	764	1498	2417	5046	4723	5430	2375	1546	1110	2495
PRRG2	314	592	1251	555	278	461	629	242	103	768
SCAF1	3782	3176	4587	6080	2695	5058	4922	6571	4474	11225
PRR12	2533	2564	3076	2295	1474	3620	3727	4174	2242	10324
TSKS	17	9	4	6	25	6	175	3	40	1154
FLRT1	25	65	59	10	5	20	153	50	45	247
ASL	664	1751	2297	10606	1643	1887	1211	1034	778	1075
SBDS	1426	2339	3844	21309	6267	5141	2461	1658	3802	4961
CSN1S1	0	0	0	0	1	0	1	0	0	2
STATH	0	0	0	0	16	12	3	0	0	3
HTN1	0	0	29	0	0	0	15	0	0	1
STAT5A	790	1272	912	2924	2689	1184	1703	903	514	4706
WNK4	324	19	25	399	10	13	33	1303	26	149
BECN1	2033	1784	3349	5662	4230	3566	1589	4832	2876	5560
PRKCG	3	3	3	33	7	0	8	17	3	283
TRAP1	1311	1652	4290	13336	2359	3970	1782	5468	5672	14209
GLIS2	1573	1137	1894	1355	3404	1004	2742	867	2822	915
NSRP1	1483	915	1604	3550	1025	1335	932	2369	1726	5467
DNAJC8	2562	1842	2854	8601	6104	5380	3325	4400	2955	6825
AHDC1	2583	1063	3115	1279	1506	3628	4573	1762	2892	4142
IFI6	57406	1966	4450	47170	20182	2788	6041	1679	2112	24425
DACH2	1	0	17	0	0	4	7	63	98	1
ZNF384	715	964	1149	1970	965	1047	1531	3002	2042	5269
EMG1	358	409	899	2688	1094	899	679	2029	1337	2984
SSX1	0	3	0	0	0	0	0	0	0	0
UXT	1414	1509	1226	7406	4167	2902	1391	2174	1942	5418
CFP	124	190	56	538	219	71	348	96	20	127
ELK1	937	1244	873	4716	3467	1846	2266	1883	2870	3962
TIMM17B	1999	1702	1215	8644	2092	2232	1364	1634	2237	3439
PCNX4	1627	1091	1279	3551	2720	2679	2193	2181	1751	4838
ATG14	1583	838	1349	2032	1168	2133	1528	1238	1316	2433
KTN1	6320	4998	6205	14790	7348	33017	6971	12108	10758	23557
SIX1	592	5569	1285	1072	4076	318	1936	1880	1081	753
RHOJ	409	412	170	624	1843	179	650	362	175	449
DLGAP5	672	168	110	3077	473	1998	735	1734	1414	4128
L3HYPDH	292	150	126	133	584	365	217	581	381	796
HSPA2	450	557	345	345	983	14698	789	731	1753	19344
ZBTB1	1573	1240	1303	2168	2482	1680	1801	1288	1219	3258
TRMT5	976	714	665	2365	1396	1155	742	1010	1180	2255
SGPP1	1244	938	555	2768	2743	1214	479	694	594	1908
PLEKHG3	6871	2182	1791	2758	1703	10353	5383	6562	4359	6672
PZP	11	15	7	15	61	48	42	18	1	136
PRDM7	4	0	3	1	0	0	2	1	0	2
RHOT1	1378	1154	2251	4273	2435	2100	1057	3412	2206	7703
EVI2A	226	379	83	1712	2049	103	495	344	114	416
OMG	27	49	3	75	375	116	95	42	26	271
WDR60	593	1408	5705	1134	845	730	1084	459	1038	3192
AIF1L	3244	412	842	474	997	51	445	1387	1510	3017
FAM78A	285	490	124	698	682	96	762	303	257	746
NUP214	4185	2446	3054	5843	2739	3785	2432	3226	5548	8308
CTAG2	0	0	2	1	0	1	529	2	5	160
AVPR2	22	13	14	18	79	10	39	9	13	9
SLC10A3	1438	2789	3290	6221	4184	4612	2012	1970	4305	4236
MAP2K2	2359	4079	6344	21839	6787	10037	4384	4968	6172	21426
HNRNPH2	3604	5029	7747	9628	6922	3863	3466	5773	4636	11271
ARMCX1	634	459	231	3968	2068	63	901	209	1437	682
TMEM35A	27	532	11	21	784	0	57	145	61	369
NXF5	0	0	1	0	0	0	2	2	0	0
TIMM8A	287	391	490	1424	411	277	212	763	520	1382
ZC4H2	75	207	314	1597	603	23	131	296	60	299
CANX	22552	17849	50288	69507	60405	34093	21193	38610	24477	63922
CPSF3L	3220	2060	4143	7767	2902	8478	5051	4054	3648	7728
RGS13	15	40	35	119	83	4	27	44	11	22
IPPK	68	96	135	811	175	568	238	286	908	607
ZNF484	117	159	663	433	399	313	194	333	288	345
OMD	26	67	5	170	3087	3	80	70	245	216
FGD3	966	603	252	1220	434	720	935	725	709	1367
HIVEP3	332	345	307	1635	521	1396	1530	299	234	507
PPCS	1667	2971	2731	5871	4126	3546	2045	2820	1573	2694
EDN2	17	25	87	55	331	365	111	37	22	122
BCL11B	177	500	1490	199	212	3792	823	1676	3365	10067
COX7C	4217	6908	20563	12222	14215	7167	2780	11084	3934	11575
TRAF2	967	1086	1297	2136	849	1577	813	1518	1532	2784
ABHD8	443	624	881	1927	976	313	753	985	779	1193
MASP1	181	108	21	62	560	46	204	48	86	217
ATP13A4	2705	477	4024	784	564	21	969	246	189	139
HRASLS	179	5	31	7	50	121	69	353	48	125
HELB	732	338	380	519	113	337	613	1783	301	1625
RAP1B	2538	2111	1673	4066	4915	2468	2668	5269	3173	5137
IL22	0	0	0	0	0	0	2	0	0	0
TSPAN8	118	1121	897	105	3788	154	276	327	25	73
BEST3	3	1	1	1	2	3	5	3	41	16
RAB3IP	1802	400	880	1416	496	1819	1015	3410	1813	3422
PTPRB	1771	1188	505	2070	2081	319	2544	1045	327	1137
DYRK2	1738	1310	1332	1439	3729	1925	1751	4921	2657	5418
YEATS4	950	216	262	2880	680	664	622	3177	1755	4218
TAS2R3	3	1	1	2	0	0	6	0	1	2
TAS2R4	8	17	54	29	6	10	39	10	16	32
TAS2R5	26	15	22	16	3	49	52	34	11	43
CRYGN	16	178	8	8	48	8	10	19	9	11
LRRC61	250	498	1083	2207	644	397	642	143	1129	1836
TRPV5	2	3	0	4	3	0	2	0	0	3
IDUA	251	1374	2288	874	1051	674	816	303	330	837
FGFRL1	529	1273	3923	4169	983	648	1447	587	877	4607
TMEM175	590	1033	2514	1341	1137	1185	1412	434	502	1462
AUNIP	244	20	24	1076	44	259	110	439	428	895
PIN1	1090	1235	2054	6673	2407	2660	1615	2552	1957	5315
FBXL12	1113	669	1075	2767	886	1119	979	1322	1000	1908
EMC1	5807	1243	1899	10887	4678	5267	6251	7293	3605	8879
PLA2G5	21	86	38	117	766	40	96	70	44	41
UBR4	5940	3424	5912	10456	4016	10352	10269	10015	6065	15957
HP1BP3	5902	4545	6983	15886	6616	15254	9618	10957	8447	20556
ADGRE2	143	309	601	1011	856	173	592	427	135	496
SIN3B	1278	1734	3154	5328	1938	5030	2763	4682	2390	8437
	0	0	0	0	0	0	0	0	0	0
SLC35E1	2032	2924	3715	8218	5038	4254	2555	6528	4503	14462
EPS15L1	854	1164	1703	4091	1917	2324	1109	3312	2898	7141
KLF2	609	2483	1252	971	1515	290	912	316	253	897
	0	0	0	0	1	0	0	0	0	0
OR7C1	0	0	0	1	0	0	32	72	42	1
F2RL3	392	76	196	176	720	56	282	274	82	152
UQCR11	801	2096	2922	12101	4554	3678	1962	2246	2667	6246
GFER	472	819	1245	2750	1290	1018	513	1332	636	1099
SYNGR3	68	26	24	249	143	72	112	92	227	501
PKMYT1	652	290	247	4222	194	2559	775	2519	2147	5179
WFIKKN1	33	12	70	16	6	209	64	176	214	152
WDR24	576	740	833	1796	807	687	790	1201	769	1929
FBXL16	49	439	86	1640	36	791	77	377	656	819
CHTF18	1067	417	950	2373	291	1807	1589	4554	1831	5411
GNG13	3	2	1	24	1	1	3	6	5	7
TUBBP1	28	27	16	1224	63	71	58	137	76	197
MACF1	5310	13857	9752	13566	9422	24528	13361	9086	9689	15573
SMARCA4	14355	8310	9376	32006	4485	10082	7956	13046	10300	33919
KDM4B	1152	1622	2256	4257	1748	3558	3622	2074	3600	6987
TICAM1	256	1230	1308	5048	1246	2059	1224	747	1235	6328
METTL25	195	188	113	600	339	98	266	511	132	365
IL17B	8	4	0	12	52	11	4	11	4	21
EMC6	98	89	285	301	221	101	143	94	141	310
	0	0	0	0	0	0	0	0	0	0
METTL16	937	1047	1965	2414	1604	1255	1086	1743	1606	3122
TUBA4A	737	4724	3518	5433	8374	25859	3803	1389	7312	4135
VIL1	5668	12	298	579	7	1	13	8	139	485
AAMP	3185	4660	7934	11837	7875	7462	3844	8372	6333	8640
PNKD	4961	6994	7696	8255	3950	1072	2929	3031	2776	3869
TNFRSF19	1041	928	442	368	4877	155	1321	653	1308	2938
RNF6	2149	1205	1535	3321	2159	2604	1292	2385	2042	5255
ECHS1	1243	3650	5950	13043	6352	4171	2579	4371	3712	11343
ZNF835	101	21	13	127	110	7	50	9	6	14
AKAP9	1576	2533	3024	4652	933	6768	3769	2525	3260	5809
GNG11	778	930	780	1631	5219	193	939	614	433	807
SHFM1	1826	3039	4387	7082	3322	10035	2424	7711	6710	10307
GNGT1	19	0	1	27	24	162	201	84	164	339
HIP1	1489	6274	8135	4118	5572	3606	3188	3030	5136	3989
PTPN12	2426	3912	4857	19717	6619	9806	4207	5042	4446	13947
POR	4202	5164	10885	23418	8224	9297	7047	15448	9724	12886
FGL2	1156	1634	449	4421	4368	357	1843	1066	196	1704
STYXL1	942	1851	1305	7749	2695	1750	1179	1466	1666	3908
STEAP4	492	6876	28000	3127	6917	255	2037	388	102	433
GNAI1	724	1178	1672	1641	1327	6534	1032	1884	213	6499
PMS2P3	55	122	178	183	24	140	127	115	173	268
PEX1	823	716	1311	3376	913	2494	1225	1195	1387	3058
MTERF1	270	456	280	1279	393	1205	503	983	955	1403
SGCE	1218	280	233	5439	2923	83	1186	1852	1334	1903
RBM48	221	466	441	1828	617	1421	507	611	761	1127
CASD1	1071	1071	1496	2377	2043	949	1034	1229	728	1413
ZNF780B	697	404	858	388	302	517	684	1719	2228	1255
LRFN1	656	101	100	93	103	71	138	854	845	1466
ZFP36	2799	4031	11622	11656	7462	12251	8333	7392	9036	13817
SRD5A3	297	8227	4435	2456	4551	4879	1096	2161	718	5572
SPINK2	3	31	44	9	100	3	36	151	61	52
RASL11B	359	92	211	101	1175	917	345	181	450	339
PAICS	2053	2699	4931	15103	3620	10039	2518	28815	7670	25544
KDR	1852	2346	2123	1797	5742	155	1533	564	642	2124
PPAT	477	405	731	2458	720	1306	638	4338	1037	3453
TUBGCP6	1003	2189	5610	4374	941	5054	3702	6191	867	5514
ADM2	55	653	1617	2232	813	211	275	1586	171	3175
DGCR6L	579	1801	1944	4643	3251	2858	1626	3162	5053	3834
DGCR8	1046	1460	2092	3136	1667	2586	2303	3295	2721	5023
ASPHD2	66	132	119	290	740	435	174	248	1215	960
VPREB3	56	18	16	193	30	4	57	68	5	57
SDF2L1	574	863	1618	4373	1956	899	975	2482	1974	4064
GAL3ST1	391	13	222	890	211	12	25	60	7	178
YWHAH	3700	5432	5087	38854	13060	10914	5868	8123	15968	18631
RFPL1	0	0	0	0	0	0	0	2	6	1
RFPL2	2	0	1	1	9	2	23	6	27	7
C22orf24	3	0	1	15	7	3	35	6	10	6
POM121L9P	25	36	35	88	26	16	111	86	27	59
GNAZ	214	13	43	25	104	106	252	138	1743	111
MGAT3	408	108	45	148	439	33	490	172	1879	254
ADORA2A	15	14	17	21	15	3	30	26	12	20
ATF4	5151	9767	15107	32493	9625	21217	7807	38616	16064	38978
A4GALT	406	329	901	2021	1339	3081	2849	3286	13400	15702
RFPL3	5	2	0	1	1	0	3	4	0	22
CDC42EP1	1013	16650	9646	36014	7627	5580	3773	1544	4600	3706
APOL3	917	1243	443	6118	2439	308	1898	1343	251	2394
MCHR1	8	7	3	16	45	13	52	110	19	41
TPST2	723	1309	1502	3755	4107	3328	2186	2601	8108	5301
BAIAP2L2	86	70	280	75	58	1626	231	255	1004	1651
MPST	1020	3178	5072	10009	3877	5477	1713	2277	3195	6750
GALR3	1	0	1	11	2	0	3	14	2	4
TST	1002	2311	3209	14045	4106	1274	1003	1357	1663	1447
APOL5	1	0	1	2	16	2	1	1	1	1
IGLL1	5	4	0	31	9	7	6	3	1	31
APOL2	853	2169	2248	4896	3280	2652	1847	5838	4812	4143
RAC2	1289	3118	2523	7779	3949	6546	3376	2553	768	5567
LIF	109	1529	346	2766	1570	184	522	1058	216	745
C22orf23	30	34	68	96	31	268	158	201	241	330
APOBEC3A	40	45	17	2397	45	241	92	20	23	80
APOBEC3F	350	254	201	1464	252	239	563	891	270	422
RIBC2	294	59	35	320	90	214	168	8	66	242
KRT17	5105	933	2183	139	10410	444792	42577	103585	492768	121381
	23	3	6	66	0	6	84	59	1	35
EMC4	1488	2493	3419	10872	4815	3037	2544	5226	3309	8231
RNF112	68	18	35	67	47	38	47	109	37	9
SPECC1	923	1105	1749	2721	2096	619	761	622	562	491
CPA4	18	4	2	1700	169	88	459	49	18	967
DOCK4	700	1431	909	1402	2294	512	1263	932	369	3470
POT1	507	604	764	6582	1456	1639	979	1595	1456	5368
	0	0	0	0	0	0	0	0	0	0
ATP6V1F	1654	2745	3366	15426	5814	4454	3967	3255	6350	11559
LSM8	633	928	1538	3055	1331	1235	1287	1820	1502	3259
